clause,label
"계약 만료 시 임대인과 임차인은 주택의 상태를 공동으로 확인한 후, 이상이 없을 경우 즉시 보증금을 반환한다.",0
"계약의 변경이나 추가 약정 사항은 반드시 서면으로 작성하여 양 당사자가 서명 또는 날인하여야 효력이 있다.",0
"임차인은 주택의 주요 설비(난방, 상하수도)에 이상이 발견되면 지체 없이 임대인에게 통지하여 피해 확산을 막아야 한다.",0
"임대인은 계약 기간 중 주택의 매매 계약을 체결하는 경우, 매수인에게 본 임대차 계약의 조건 일체를 승계하도록 조치한다.",0
"임차인이 개인적인 사정으로 일주일 이상 주택을 비우게 될 경우, 안전사고 예방을 위해 임대인에게 사전 통지할 수 있다.",0
"월세 지급일이 공휴일인 경우 그 익일을 지급일로 보며, 이로 인한 연체료는 발생하지 아니한다.",0
"주택 내 기본적인 옵션 물품(에어컨, 세탁기 등)의 노후로 인한 고장은 임대인의 비용으로 수리하거나 교체한다.",0
"임차인은 임대인의 서면 동의를 얻어 주택의 외관을 변경하거나 간판 등을 설치할 수 있다.",0
"본 계약은 대한민국 법률에 따라 해석되며, 계약 관련 분쟁 발생 시 목적물 소재지 관할 법원을 1심 법원으로 한다.",0
"임대인은 계약 만료 시 새로운 임차인의 주택 방문에 대해 현재 임차인과 일정을 사전에 협의하여야 한다.",0
"주택의 세금 부과 기준 변경으로 인한 재산세 증가는 임대인의 부담으로 하며, 이를 이유로 차임을 일방적으로 올릴 수 없다.",0
"임차인은 전입신고 후 주택의 등기부등본을 정기적으로 확인하며, 권리 변동 사항이 있을 경우 임대인에게 설명을 요구할 수 있다.",0
"계약금 중 일부만을 먼저 지급한 경우, 약정한 지정일까지 잔여 계약금을 입금하지 않으면 본 계약은 해제될 수 있다.",0
"임대인은 임차인의 쾌적한 주거 환경을 위해 입주 전 주택의 내부 청소 상태를 양호하게 유지하여 인도한다.",0
"임차인의 과실에 의하지 않은 결로 및 곰팡이 발생 시, 임대인은 단열 시공 등 근본적인 보수 작업을 시행한다.",0
"임차인은 주택에 제공된 주차 공간을 관리규정에 따라 공정하게 사용할 권리를 가진다.",0
"임대차 기간 중 법령의 개정으로 인하여 계약 내용의 일부가 무효가 되더라도, 다른 조항의 효력에는 영향을 미치지 아니한다.",0
"임차인은 특약으로 정한 바에 따라 주택 내에서의 흡연을 자제하며, 흡연으로 인한 도배 오염 시 원상복구 책임을 진다.",0
"임대차 계약의 갱신 시 보증금 비율을 조정하고자 하는 경우, 양 당사자는 전환율 기준에 맞추어 상호 합의 하에 변경한다.",0
"임차인은 가스, 수도, 전기 등 개별 사용료를 납부 기한 내에 성실히 납부하여야 한다.",0
"임대인은 계약 종료와 동시에 임차인이 납부한 보증금을 반환하되, 미납된 관리비가 있을 경우 이를 공제하고 잔액을 지급할 수 있다.",0
"임차인이 고의 또는 중대한 과실로 주택을 파손한 경우, 임대인은 원상복구 비용 청구와 별도로 계약을 해지할 수 있다.",0
"주택의 베란다나 다용도실 등 외부 노출 공간의 누수 문제는 임대인의 책임으로 즉시 보수 조치한다.",0
"본 계약서는 동일한 내용으로 2부를 작성하여 임대인과 임차인이 각각 1부씩 보관하며, 중개업자가 있을 경우 1부를 추가 작성한다.",0
"임차인은 주택 계약 시 대리인과 계약을 체결하는 경우, 임대인의 위임장과 인감증명서를 반드시 확인하여야 한다.",0
"임대차 목적물의 인도일과 퇴거일의 공과금은 당일 계량기 수치를 확인하여 일할 계산하여 정산한다.",0
"임차인은 계약 기간 중 임대인의 동의 없이 주택의 용도를 주거 외의 목적으로 변경하여 사용할 수 없다.",0
"임대인이 주택의 보수 의무를 지체하여 임차인이 사비로 우선 수리한 경우, 임차인은 수리비 영수증을 첨부하여 임대인에게 청구할 수 있다.",0
"계약 기간 만료 시 임대인이 보증금 반환을 지체하여 임차인이 임차권등기명령을 신청하는 경우, 관련 비용은 임대인이 부담한다.",0
"임차인은 주택의 보안을 위해 디지털 도어락의 비밀번호를 주기적으로 변경할 수 있으며, 퇴거 시에는 초기화하여 인도한다.",0
"임대인은 주택 내 소방시설(화재경보기, 소화기 등)이 정상 작동하는 상태로 주택을 임차인에게 인도하여야 한다.",0
"임대차 조항의 해석에 이견이 있을 경우, 주택임대차분쟁조정위원회의 조정 의견을 수렴하여 원만히 해결하도록 노력한다.",0
"임차인이 거주 기간 동안 발생한 경미한 벽면 못박기 등은 통상적인 생활 범주로 인정하여 원상복구 대상에서 제외한다.",0
"임대인은 계약 체결 이후 주택 매매 시 임차인의 전세보증금 반환 보증보험 가입에 불이익이 없도록 조치하여야 한다.",0
"임차인은 주택 내에서 가스레인지 등 온열 기구 사용 시 화재 예방을 위한 안전 수칙을 철저히 준수하여야 한다.",0
"임대차 목적물의 묵시적 갱신 후 임차인이 해지를 통지하는 경우, 통지일로부터 3개월이 경과하면 계약 해지의 효력이 발생한다.",0
"임차인이 주택의 옵션 품목을 분실한 경우, 동일한 제품 또는 그에 상응하는 현물로 변상하여야 한다.",0
"임대인은 계약 만료 후 새로운 임차인을 구하는 여부와 관계없이 기존 임차인의 계약 만료일에 보증금을 반환할 의무가 있다.",0
"주택 관리 주체가 변경되더라도 본 임대차 계약상의 임차인 권리와 관리비 정산 방식은 기존과 동일하게 유지된다.",0
"임차인은 계약 주택의 전입인구 조사를 위해 임대인이 요청할 경우 주민등록등본 등 필요한 서류의 확인에 협조한다.",0
"계약서에 명시된 임대인의 연락처나 주소가 변경된 경우, 임대인은 이를 임차인에게 신속히 서면 또는 문자로 통지하여야 한다.",0
"임차인이 임차주택에 거주하는 동안 발생하는 쓰레기는 해당 지역의 분리배출 기준에 맞추어 지정된 장소에 배출하여야 한다.",0
"임대차 계약 만료일에 임차인이 이사를 나가는 경우, 이사 당일 오전 중으로 명도와 보증금 반환을 동시에 이행하도록 노력한다.",0
"본 계약에 따른 임대인과 임차인의 모든 의무는 상호 신의성실의 원칙에 입각하여 이행되어야 한다.",0
"주택 내부의 옵션인 냉장고의 컴프레서 고장 등 부품 자체의 노후화로 인한 수리비는 임대인이 전액 부담한다.",0
"임차인은 계약 체결 후 확정일자를 받음으로써 주택임대차보호법상 대항력과 우선변제권을 확보할 권리를 가진다.",0
"임대인이 주택의 매매로 인해 임대인 지위를 양도할 때, 보증금 반환 채무도 매수인에게 전적으로 면책적으로 승계된다.",0
"임차인은 주택의 공용 부분(복도, 계단)에 개인 물품을 적재하여 다른 거주자의 통행에 불편을 주어서는 아니 된다.",0
"계약 해지 시 임차인의 중도 퇴거로 인한 손해배상액은 양 당사자의 합의 하에 결정하되 과도한 금액을 요구할 수 없다.",0
"임대인은 임차인의 입주 시점에 맞추어 주택의 열쇠 또는 디지털 도어락 비밀번호를 안전하게 인도하여야 한다.",0
"임차인의 책임 있는 사유로 주택 내에 수리가 필요한 상황이 발생한 경우, 임차인은 임대인에게 즉시 사실을 알리고 보수하여야 한다.",0
"계약 기간의 연장은 양 당사자의 합의에 의하며, 계약 조건의 변경이 없는 한 기존 계약서에 연장 사실을 기재하고 서명함으로써 갈음할 수 있다.",0
"임차인이 주택 내부 인테리어를 변경하고자 할 때는 반드시 임대인의 서면 동의를 얻어야 하며, 종료 시 원상태로 복구한다.",0
"임대인은 주택의 보일러 시설이 한파로 인해 동파되지 않도록 단열 조치를 사전 점검하고 임차인에게 관리 요령을 안내한다.",0
"임차인은 매월 발생하는 관리비 항목 중 특별 수선비나 장기수선충당금이 포함되어 있는지 확인하고 임대인에게 정산을 요청할 권리가 있다.",1
"임차인은 주택 내부의 벽지 도배 오염에 대하여 사용 기간과 상관없이 퇴거 시 무조건 전액 재도배 비용을 부담하기로 한다.",1
"임대차 기간 중 발생하는 보일러, 수도 등 모든 시설물의 고장 및 수리 비용은 금액의 대소를 불문하고 임차인이 전액 부담한다.",1
"임차인은 주택 매매나 새로운 임차인 유치를 위해 임대인이 요청할 경우, 주말 및 심야 시간을 포함하여 언제든지 집을 보여주어야 한다.",1
"월 차임을 단 1회라도 연체하는 경우 임대인은 별도의 독촉 없이 즉시 계약을 해지할 수 있으며 임차인은 즉시 퇴거한다.",1
"임차인은 계약 만료 후 임대인이 보증금을 반환하기 전이라도 임차주택의 모든 점유를 이전하고 열쇠를 반환하여야 한다.",1
"임차인은 주택임대차보호법상의 계약갱신요구권을 행사하지 않기로 사전 확약하며, 이를 위반 시 위약금을 지급한다.",1
"임차인이 중도 퇴거할 경우, 남은 임대차 기간에 상관없이 다음 임차인이 구해질 때까지의 모든 월세와 관리비를 임차인이 전액 부담한다.",1
"본 주택의 관리비는 매월 정액으로 30만 원을 지급하며, 임대인은 세부 사용 내역을 임차인에게 별도로 고지하지 아니한다.",1
"임차인은 입주 후 발생하는 주택 내부의 결로 및 곰팡이에 대하여 환기 부족으로 간주하고 전적으로 본인 비용으로 처리한다.",1
"임대인은 주택의 소유권을 변경할 때 임차인의 동의를 받을 필요가 없으며, 임차인은 새로운 소유자의 지위 승계를 거부할 수 없다.",1
"임차인이 반려동물을 기를 경우, 주택 내부의 파손 여부와 관계없이 퇴거 시 특수청소 비용으로 일시금 100만 원을 무조건 지급한다.",1
"보증금 반환 시 주택의 자연적인 마모 및 감가상각 비용을 감안하여 임대인은 보증금 총액의 5%를 공제한 후 반환할 수 있다.",1
"임차인은 전입신고 및 확정일자 부여를 본 계약 체결일로부터 1개월 이후에 진행하기로 임대인과 합의한다.",1
"임차주택의 세금 체납이나 대출금 연체로 인해 주택이 경매절차에 들어갈 경우, 임차인은 이로 인한 손해배상을 대출 금융기관에 청구한다.",1
"임차인은 주택 내부에 못박기, 스티커 부착 등을 일체 할 수 없으며, 1개소당 5만 원의 원상복구 비용을 퇴거 시 정산한다.",1
"임대인은 임차인의 전세자금대출 및 보증보험 가입에 협조 의무를 지지 않으며, 대출 불가로 인한 계약 해지 시 계약금은 반환하지 않는다.",1
"임차인은 계약 기간 중 임대인의 가옥 점검 목적의 출입을 거부할 수 없으며, 사후 통보 사유에 대해서도 이의를 제기하지 않는다.",1
"주택 내부의 에어컨, 냉장고 등 기본 옵션 시설물이 고장 날 경우 임차인의 비용으로 수리하며 임대인에게 비용을 청구하지 않는다.",1
"임차인은 주택의 미세한 층간소음이나 주변 소음에 대하여 임대인에게 이의를 제기하거나 계약 해지를 요구할 수 없다.",1
"임대인은 계약 기간 중 물가상승률을 고려하여 연 5% 범위 내에서 언제든지 월 차임의 인상을 임차인에게 통보하고 징수할 수 있다.",1
"임차인이 계약 중도 해지를 요청하는 경우, 임대인의 승인 여부와 관계없이 최소 6개월 분의 월세를 위약금으로 지급하여야 한다.",1
"임차인은 주택의 공용 부분에서 발생한 사고나 도난에 대하여 임대인이나 관리사무소에 일체의 책임을 묻지 않는다.",1
"주택 원상복구 시 임대인이 지정한 특정 인테리어 업체를 통해서만 시공하여야 하며, 시공 금액에 대해 임차인은 이의를 제기하지 못한다.",1
"임차인이 주택에 거주하는 동안 발생하는 모든 종류의 세금 및 공과금의 인상분은 임차인이 전액 부담하기로 한다.",1
"임대인은 보증금 반환 시 새로운 임차인으로부터 보증금을 수령하는 당일 지급하며, 이사 당일 오전 지급은 불가하다.",1
"임차인은 주택의 인도 당시 상태를 입증할 책임이 있으며, 증빙 자료가 없을 경우 퇴거 시 임대인의 요구대로 원상복구한다.",1
"계약 기간 만료 전 이사를 나갈 경우 원인 제공자가 누구이든 공인중개사 수수료 전액은 임차인이 부담하는 것으로 한다.",1
"임차인은 임대인의 명령이나 건물 관리규정 변경에 대하여 이의 없이 조건 없이 수용하여야 한다.",1
"임차주택의 주차장 사용 시 발생하는 차량 파손 및 분실에 대하여 임대인은 어떠한 책임도 지지 않으며 임차인이 자가 부담한다.",1
"임차인은 주택 내에서 손님을 숙박시키거나 동거인 외의 자를 3일 이상 체류하게 할 경우 임대인에게 사전 승인을 받아야 한다.",1
"월 차임 지급이 5일 이상 지체될 경우 임차인은 일일 1%의 고율 연체료를 복리로 계산하여 임대인에게 지급하여야 한다.",1
"임차인은 주택임대차 계약의 효력 발생 전이라도 임대인이 요구하는 경우 임차권을 제3자에게 가등기하는 것에 동의한다.",1
"임대차 목적물의 노후화로 인한 창문 섀시 틈새 바람이나 외풍에 대해서는 임차인이 자비로 단열재를 부착하여 해결한다.",1
"임차인은 퇴거 시 주택의 입주 청소 비용으로 평당 2만 원을 무조건 현금으로 임대인에게 지급하고 나가기로 약정한다.",1
"임대인이 주택 개보수 공사를 진행하는 경우 임차인은 소음과 진동에 대해 이의를 제기하지 않고 이에 적극 협조하여야 한다.",1
"임차인은 본인의 귀책사유가 없는 건물 전체의 정전이나 단수 조치에 대해서도 임대인에게 손해배상을 청구할 수 없다.",1
"임차인이 임대차 계약서상의 특약사항을 단 하나라도 이행하지 않을 시, 임대인은 즉시 단전 및 단수 조치를 취할 수 있다.",1
"보증금 반환은 임차인이 주택의 모든 공과금 정산 영수증을 임대인에게 서면으로 제출한 후 3 영업일 이내에 처리한다.",1
"임차인은 계약 체결 후 등기부등본상의 채권최고액이 증가하더라도 임대인의 정당한 자금 융통으로 인정하고 묵인한다.",1
"임차인은 임대인이 주택 건물의 용도를 근린생활시설에서 주택으로 무단 변경한 사실에 대해 향후 어떠한 법적 이의도 제기하지 않는다.",1
"주택 내 옵션 가전의 소모성 부품(필터, 램프 등) 외에 핵심 부품 고장 시에도 수리 비용의 50%는 임차인이 상생 차원에서 부담한다.",1
"임차인이 사정상 전입신고를 하지 못해 발생하는 대항력 상실의 위험과 모든 법적 책임은 임차인이 전적으로 감수한다.",1
"임대인은 건물의 화재보험료 중 일부를 임차인의 주거 안전 혜택 비용으로 산정하여 관리비에 포함해 청구할 수 있다.",1
"임차인은 계약 만료 시 임대인이 주택의 하자를 점검하는 기간인 퇴거 후 7일 동안 보증금의 일부(10%) 유보에 동의한다.",1
"계약 기간 중 임차인의 개인 신용도 하락으로 전세자금대출 연장이 불가능해질 경우, 임차인은 즉시 보증금 전액을 현금으로 상환해야 한다.",1
"임차인은 임대인의 동의 없이 주택 내에 무선 인터넷 공유기나 타공이 필요한 장비를 설치할 수 없으며 위반 시 배상한다.",1
"임대차 기간 중 임차주택 주위에 신축 건물이 들어서 조망권이나 일조량이 감소하더라도 임차인은 차임 감액을 청구할 수 없다.",1
"임차인은 계약 해지 시 임대인에게 권리금이나 시설비, 유익비 등 일체의 비용 상환 청구권을 사전에 포기하기로 합의한다.",1
"월세 지급 기일을 어길 경우, 임대인은 임차인의 주택 출입 도어락 마스터키를 사용하여 출입을 제한할 수 있음을 확인한다.",1
"임차인은 주택의 베란다나 외벽에 빨래 건조대나 에어컨 실외기를 설치할 때 관리사무소와 임대인의 개별 서면 허가를 매번 받아야 한다.",1
"본 계약은 법원의 확정판결 없이도 임대인의 판단에 따라 계약 위반 시 즉시 집행법원을 통한 강제명도 절차를 진행할 수 있다.",1
"임차인은 임대인이 지정한 계좌 외의 방법으로 차임을 지급할 수 없으며, 계좌 오류로 인한 송금 지연 책임은 임차인에게 있다.",1
"주택 건물의 대지 지분 변경이나 행정구역 명칭 변경으로 인한 계약서 재작성 비용은 임차인이 전액 부담한다.",1
"임차인은 입주 전 확인하지 못한 미세한 흠집이나 도배 불량에 대해 입주 후 3일이 지나면 임대인에게 하자 보수를 요구할 수 없다.",1
"임대인은 임차인이 월세를 연체할 경우 해당 사실을 임차인의 직장 동료나 가족에게 통보하여 이행을 촉구할 수 있다.",1
"임차인이 계약 만료일에 이사를 나가지 못할 경우, 단 하루라도 지연되면 1개월 분의 월세를 전액 손해배상금으로 지급한다.",1
"주택 내 보일러의 동파 사고 발생 시, 임차인의 관리 소홀 여부와 무관하게 임차인이 수리 및 교체 비용의 전액을 부담한다.",1
"임차인은 임대인이 주택을 담보로 추가 대출을 받을 수 있도록, 은행 요청 시 무상거주확인서를 작성해 주기로 약정한다.",1
"계약 기간 만료 시 임대인의 사정으로 보증금 반환이 어려울 경우, 임차인은 최대 3개월간 보증금 미반환 상태로 대기할 수 있다.",1
"임차인이 주택 내에서 가벼운 가구 이동으로 인해 장판에 찍힘이 발생한 경우, 방 전체 장판을 새로 교체하는 비용을 부담한다.",1
"임대차 계약서에 기재된 특약이 주택임대차보호법의 강행규정과 상충하더라도, 양 당사자가 합의한 특약을 우선하여 적용한다.",1
"임차인은 주택 건물의 외벽 방수 공사 비용 명목으로 부과되는 특별 관리비를 임대인을 대신하여 전액 납부하기로 한다.",1
"임차인이 계약 기간 중 군 입대, 해외 유학 등으로 거주할 수 없게 되더라도 본 임대차 계약은 해지되지 않으며 차임은 계속 발생한다.",1
"임대인은 주택의 매매를 진행할 때 임차인의 주거 공간을 촬영한 사진을 온라인 부동산 포털에 임차인의 동의 없이 게시할 수 있다.",1
"임차인이 차임을 지급할 때 발생하는 이체 수수료 및 금융 비용은 청구 금액과 상관없이 임차인이 전적으로 부담한다.",1
"계약 갱신 시 임대인이 주택의 리모델링을 원할 경우 임차인은 즉시 퇴거하며, 이주 비용은 임차인이 스스로 해결한다.",1
"임차인은 주택의 열쇠를 분실할 경우 문 전체의 잠금장치 뭉치를 임대인이 지정한 고급 제품으로 교체해 주어야 한다.",1
"임대인이 주택 매매를 위해 주택을 비워줄 것을 요구하는 경우, 임차인은 이사 비용조로 월세 1개월 분을 받고 퇴거하기로 한다.",1
"임차주택의 하자로 인해 임차인의 개인 가전이나 의류가 훼손된 경우, 임대인은 주택 자체의 수리의무만 지며 가구 배상은 하지 않는다.",1
"임차인은 주택의 계약이 만료되더라도 다음 임차인이 입주하여 보증금을 입금할 때까지 주택의 공과금과 관리비를 계속 납부한다.",1
"임대인은 주택 내 가스 차단기나 안전장치의 고장에 대해 임차인이 직접 가스회사에 연락하여 수리비용을 지불하도록 유도한다.",1
"임차인은 주택 건물의 옥상이나 공용 정원을 사용할 권리가 없으며, 적발 시 일당 5만 원의 공용공간 무단 사용료를 징수한다.",1
"계약 체결 후 잔금 지급 전까지 임차인의 사정으로 계약을 파기하는 경우, 계약금 반환은 물론 차기 월세 3회분을 배상한다.",1
"임차인이 주택 내부의 전등 갓이나 콘센트 커버를 디자인상의 이유로 교체한 경우 퇴거 시 기존 제품으로 완벽히 복구해야 한다.",1
"임대인은 임차인의 신용 상태를 수시로 조회할 수 있으며, 신용점수 하락 확인 시 보증금의 추가 증액을 요구할 수 있다.",1
"임차주택의 배수관이 막혀 아랫집에 누수 피해가 발생한 경우, 원인 규명 전이라도 임차인이 우선적으로 피해 보상 전액을 집행한다.",1
"임차인은 주택의 계약 조건 변경을 위한 협의 시 임대인의 대리인으로 지정된 자의 신분증 확인 요구를 과도하게 하지 않는다.",1
"계약 종료 시 임차인이 설치한 커튼레일이나 블라인드의 제거로 인한 미세한 나사 구멍 흔적도 전부 도배 비용 청구 대상이 된다.",1
"임차인은 주택 내에서 생선이나 고기 요리 등 냄새가 심한 조리를 할 수 없으며, 이로 인한 벽지 냄새 발생 시 도배 비용을 부담한다.",1
"임대인은 주택의 양도 시 임차인에게 양수인의 인적 사항을 공개할 의무가 없으며, 임차인은 추후 양수인에게 보증금을 청구한다.",1
"임차인이 주택의 관리비를 2회 이상 연체하는 경우, 임대인은 임차인의 동의 없이 임차인의 배달 물품이나 택배 수령을 거부할 수 있다.",1
"본 계약의 효력은 임대인이 주택을 제3자에게 매각하여 등기가 이전되는 순간 임차인의 동의 유무와 상관없이 자동으로 소멸한다.",1
"임차인은 계약 만료 시 주택의 원상복구 상태 확인을 위해 임대인이 퇴거 당일 이사 화물 적재를 일시 중지시키는 것에 동의한다.",1
"임대인은 임차인의 거주 기간 중 주택의 매매 계약이 성사되면 계약 만료 전이라도 2개월의 유예기간을 두고 해지를 통보할 수 있다.",1
"임차인은 주택 내 기본 제공된 가구의 위치를 임의로 변경할 수 없으며, 가구 이동 시 발생한 바닥 스크래치는 전액 변상한다.",1
"계약서의 기재 사항에 오기가 발견될 경우 임대인의 수정안에 따르며, 임차인은 이로 인한 계약의 무효를 주장할 수 없다.",1
"임차인은 주택의 양수인에게 임대차 계약의 효력을 주장할 수 없으며, 보증금 반환 책임은 오직 전 임대인에게만 묻기로 한다.",1
"임대인은 보증금 반환 청구 소송이 제기되더라도 판결 확정 전까지는 보증금의 반환 및 이에 대한 이자 지급을 거부할 수 있다.",1
"임차인은 주택에 거주하는 동안 자비로 화재보험에 의무적으로 가입하여야 하며, 미가입 시 발생하는 모든 화재 책임은 임차인이 진다.",1
"계약 갱신 시 주택의 시세가 하락하더라도 보증금의 감액을 청구할 수 없으며, 기존 보증금 금액을 그대로 유지하기로 약정한다.",1
"임차인은 주택의 계단이나 복도 청소를 입주민들이 교대로 직접 실시하는 것에 동의하며, 불참 시 회당 3만 원의 청소비를 낸다.",1
"임대차 계약 종료 후 임차인이 주택에 남겨둔 미미한 물품이나 쓰레기는 임대인이 임의로 처분하고 처분 비용을 청구하여도 이의 없다.",1
"임차인은 주택의 동파 방지를 위해 겨울철 외출 시 보일러를 상시 가동하여야 하며, 가스비 부담을 이유로 끌 수 없다.",1
"임대인은 주택의 매매 절차 진행 중 임차인에게 수시로 연락하여 주택 개방을 요구할 수 있고, 임차인은 무조건 협조한다.",1
"본 계약 체결과 동시에 임차인은 임대인이 본 주택을 담보로 잔금 지급일 당일 추가 대출을 받는 것을 승인하며 이의를 제기하지 않는다.",2
